gene	BY	RM	1_1_d	1_3_d	1_4_d	1_5_c	2_2_d	2_3_d	2_4_a	2_5_d	3_1_d	3_3_d	3_4_d	3_5_d	4_1_c	4_3_d	4_4_d	5_1_d	5_2_d	5_3_d	5_4_d	5_5_d	6_1_d	6_2_b	6_3_c	6_4_d	6_5_d	6_6_d	6_7_d	7_1_d	7_2_c	7_3_d	7_4_c	7_5_d	7_6_c	7_7_c	7_8_d	8_1_a	8_2_d	8_3_a	8_4_c	8_5_b	8_6_c	8_7_b	9_1_d	9_2_d	9_3_d	9_4_d	9_5_d	9_6_d	9_7_d	10_1_c	10_2_d	10_3_c	10_4_d	11_1_a	11_2_d	11_3_b	12_1_d	12_2_b	13_1_a	13_2_c	13_3_b	13_4_a	13_5_c	14_1_b	14_2_c	14_5_b	14_6_d	14_7_c	15_2_d	15_3_b	15_5_b	16_1_d	17_1_a	17_2_d	17_4_a	17_5_b	18_1_d	18_2_d	18_3_d	19_1_c	19_5_b	20_1_d	20_2_d	20_3_c	20_4_c	20_5_d	21_1_d	21_3_d	21_4_d	21_5_c	22_1_d	22_2_d	22_3_b	22_4_d	22_5_d	23_3_d	23_4_d	23_5_d	24_1_d	25_1_d	25_3_d	25_4_d	26_1_d	26_2_d	26_3_d
HTB1	24175104.75412	29045846.85244	37514488.56875	20295502.421925	25007703.594075	31873985.70655	27639190.616425	24360466.201825	20832098.6083	24890017.102925	28994768.712675	25296437.49765	10926863.52015	28484947.17515	11658745.392925	26562460.965575	28857889.23395	13991104.472375	34727527.885275	21145494.90215	29995375.729675	21556369.4922	28242538.323525	27957493.414975	23338601.0513	22764607.723675	30981124.9921	27760591.529825	17834600.866275	28424567.451925	34310675.62845	28950128.86915	28797469.552975	25771648.1647	22614884.433875	32495607.2431	24860415.15865	13610087.687975	21816704.96455	23610670.44055	30910875.860125	30850711.461675	14087472.20215	21857697.695625	28086674.632425	18922813.73925	29728010.912775	18270765.642975	20848382.175325	11638647.706475	29549269.388725	20968369.62885	52727776.695025	37202749.6368	37261129.054625	29832288.319275	35291229.38035	28824342.627375	17771377.333675	29388860.575	31199605.01325	25656117.8561	29744774.698475	30441268.738075	34191968.5697	20246807.921075	47954612.77995	32982123.552125	22963935.3027	19260578.0859	22160101.5255	31491203.770375	19045308.223375	32349486.2651	18901146.406375	24217112.158825	26486836.87235	34185126.36015	20382007.238175	27754447.773275	26749496.32265	24126900.452875	28276644.2585	25910529.2823	19683782.7558	25043645.5135	41355855.838025	29561905.852725	11596998.88075	34720025.1345	17212273.404025	29578950.8627	32741267.070825	22724548.497425	33777586.66085	39662300.45065	24598129.41985	28436412.172675	27608370.60625	41971774.481375	14462214.38865	18324618.708125	27002220.15645	35877237.04495	17017521.88485	22355096.593825	21003470.6163
HTA1	7388659.72294	8581648.83088	8850033.8483	6350639.887425	8005047.848125	10065804.695375	7565555.541125	9140246.40345	6690575.49405	7939303.674425	10761530.051075	12993233.37425	4842441.62375	7118778.880825	4959763.229625	9408206.431075	12456901.103725	7966907.0121	12361616.1713	6633731.94625	10308377.930725	4730582.3238	8999127.790075	12343502.3945	5505025.7549	6717092.731025	11874897.4858	7900875.090675	5568815.134775	9651386.314175	13852424.817625	8610242.614525	8548765.963225	11886584.7669	10024545.20045	11936612.990825	9496454.949825	5738807.5424	7273400.050775	8947739.943975	8583288.985525	6784947.090875	6824580.527025	5902098.4904	7564372.4338	5928740.2547	8640362.9139	5313794.364575	5703779.221375	4325714.5748	7147497.43165	7138484.915575	14303145.062875	13256060.980125	8745889.958825	8695911.235675	9448880.2766	8436803.334725	6234781.395725	6591836.96295	11103192.18045	8325982.084875	7751735.23815	7940943.447275	12002527.632775	5214585.707675	12628349.367325	7740219.20615	6391217.45335	7690566.65655	5290623.117225	7377345.1161	6732611.789625	13584852.724175	8851121.87225	8770652.162275	10890302.1355	13347711.5669	8186654.260725	12376407.288875	11840772.634675	5589063.87355	8296228.579575	7947786.621075	7912815.31045	10196150.459475	12085222.970525	9870494.6494	4333872.42335	12068714.935175	7135058.16325	8982852.664975	10128358.249125	6959651.438775	12436296.893725	14976519.3671	6788725.895075	6625902.338625	8591145.121375	11167220.773125	6777295.02435	4880654.600525	8622243.33245	13264121.988875	6690238.1984	6738221.32875	8261350.676425
YBL005W-B	812669.61105	NA	504343.993775	698160.952275	543559.163175	526769.624425	629932.274725	407233.769475	NA	677693.2584	558661.582	596773.467375	NA	398394.86035	NA	524426.13915	465014.09425	372818.9425	1202778.700475	990686.460875	723168.011775	801922.512575	474479.994725	NA	454631.93355	939451.09185	632650.97065	678325.68975	926192.5482	632057.86835	529126.92425	588225.666725	820876.152925	199012.7445	451085.07645	1196695.008275	468653.0628	NA	514847.855333333	360712.564275	NA	1029113.055925	NA	786378.272425	602841.677775	203284.171075	340875.16525	514507.276975	808050.352925	NA	1292669.057625	NA	898260.0911	570743.31245	1013784.560325	663989.836425	473840.79085	536510.85875	215688.4795	651359.2244	491454.7763	251492.2224	763720.026825	768920.400675	295574.162225	205979.0538	581829.97895	1355597.2427	310602.4676	209986.153225	567455.189825	1306501.311375	306906.08785	376055.289625	178356.2853	1591323.123475	893435.58045	287116.1613	765778.80905	574051.22285	405115.5033	NA	NA	214183.7168	NA	NA	86931.1922	8444.9786	NA	NA	221212.1882	1291938.98245	873105.191175	215278.9262	557942.43875	852511.38815	373333.9262	947160.014025	582492.824125	484966.221075	NA	549936.706925	209756.511	552809.997525	338601.1012	831086.0299	NA
FMT1	8031096.73746667	10553367.8956	13411489.9196	7168893.1273	4960062.6193	6775972.81143333	NA	7051498.4815	2479670.16345	8269363.81215	4961326.7132	4628362.8142	7907041.4364	7434357.5944	1728505.23166667	7523374.51653333	9099755.93015	16514376.4859667	7217552.4273	NA	7908100.2554	5695608.60715	6334912.86905	2845976.2274	8528552.069	6291873.28733334	16553276.4275	7979638.6678	8761005.49755	14979756.3236333	NA	13007809.8395	1666270.2059	16225608.67555	NA	6012609.01725	8899599.3754	9810033.5956	NA	NA	1592683.2886	4112699.15975	1831910.1309	3927220.75743333	2619436.8413	2599629.447125	4279079.93255	1987611.42423333	1827894.4786	1149640.5382	7920730.514725	6405598.81563333	7238062.114825	6285290.536575	8991665.2701	8858781.14235	5812572.8034	8231881.080975	4346991.0507	7474527.7028	6514662.01803333	5807047.54163333	10862912.60695	7280286.90255	7358056.604425	7966037.074625	8120777.23916667	8358002.382225	5493914.96715	2751968.27756667	7866384.190625	9204807.26143333	4219461.92263333	3186499.3847	4523699.4059	7200197.61425	2708827.3714	3869616.71525	7746499.9718	3574003.21465	NA	5115247.5075	2525919.7289	7064623.89725	3421950.29055	4691706.62045	10209310.5162333	1805806.90573333	NA	6103211.60096667	3124789.114825	6310179.09595	6644762.110325	3723152.68385	7013446.6178	5596933.1274	4149669.39893333	5452903.023325	3317897.53695	5235373.010775	3146654.419175	4436130.993625	6703887.55323333	3867918.0149	5093895.74336667	4900697.024025	4133456.1593
PEP1	21551956.30702	15336867.6105	26574719.0159667	23370858.096175	24804307.055075	28619262.79745	13771919.029325	21375663.47115	12857724.26	24900201.741	37897306.182525	22132347.90185	12679054.98375	16323858.532375	14560984.6029	27953971.382125	25765802.434325	22498769.77015	22641244.771425	28734785.004375	28312422.4898	14752866.8261667	31761169.5149	28047195.938375	25052289.738775	22984935.616425	32562337.615	31269732.5412	26882897.351275	35856114.663425	35560062.443775	38966350.049675	16953832.055875	20179355.92105	23324871.553675	22843714.2741	31301326.5217667	14922211.531525	12612129.982225	28471550.437475	13293039.903175	17740549.17965	26153754.303425	23225576.695175	19518080.504275	15469952.89245	17141709.199925	15857767.6381	28207425.048975	20531106.239575	16834136.29355	20564070.146375	20482039.33415	26967059.59555	22845489.0222	20586856.323	29034115.967275	24972023.90675	35783302.332125	17771870.213375	36574862.369175	32100516.2406	21280627.5055	24949423.543675	32959784.241875	14657101.24835	14258283.47065	21885116.95875	14967051.15685	28691811.201475	22283024.48755	19692971.81535	21434478.038625	12672926.124075	15442550.053025	12352174.5996	12467012.1568	15599154.084825	13714913.917125	20097036.333025	16781832.409725	16701244.1086	25092176.00335	27789538.4481	27052293.240275	33011770.1801	25129344.765875	30559947.650875	27575260.6604	20129665.242025	24733901.3503	28968654.4886	15772992.6727	12756151.12645	23626192.032775	33569193.8858	21487607.17005	19382812.70905	20892430.367625	19021189.265875	27020109.0734	10694433.572375	27958648.43895	22363126.486	18251600.162575	25677444.447325	24096929.318325
RFT1	NA	1405466.56659	NA	NA	757660.297	NA	1171343.1292	1555509.20975	1771774.5486	796958.45755	1350580.8614	884893.5246	NA	1277546.6316	1045653.86176667	NA	1192899.30443333	NA	NA	809012.1285	863624.548	1526612.5103	1035967.8353	1677926.07436667	900405.0772	759046.6119	1543788.69585	NA	NA	730139.244333333	1295133.7246	NA	1514325.9492	1629250.1686	NA	1521160.7737	NA	NA	1936564.7493	NA	2412145.227725	1843418.24385	665708.2016	1145615.022675	1398688.61965	1682543.228475	2425010.3479	1490648.4425	NA	716124.022466667	1889639.0828	913184.407233333	1197068.3654	1946649.130625	NA	1686696.13705	2273987.734125	1341536.27836667	1302209.46176667	3036062.857525	1051118.40825	612774.4658	NA	1384269.19765	1429074.5839	1735929.013725	2456180.9081	1036542.1074	908242.5521	940056.79005	NA	2114796.919525	NA	NA	NA	NA	NA	494507.4137	NA	NA	866557.222	1033299.61173333	NA	NA	NA	NA	NA	NA	NA	1006127.2127	572472.991	1464141.776075	885720.6588	1706493.222675	NA	1084366.250075	1365286.827925	2124283.00885	1235960.60236667	1932780.652875	717327.7423	NA	1054688.2999	1369687.28883333	768160.347	816942.95275	NA
PIM1	171980.412266667	257436.851575	NA	150474.7878	NA	NA	NA	134770.03825	NA	NA	NA	NA	NA	263028.4183	NA	NA	NA	NA	189067.478	NA	196923.4085	NA	NA	NA	276886.2303	NA	NA	198875.169466667	169751.5742	227368.05195	NA	152131.8322	NA	NA	NA	226497.4701	161646.5286	NA	NA	NA	NA	138180.0936	181496.151233333	145113.9663	110783.21845	106180.536133333	NA	153417.20535	137045.44185	130999.6033	124149.2529	142829.863925	102980.4495	154829.203866667	82570.5813	103867.689866667	179034.4327	127919.901266667	204375.1301	146844.39365	115262.2951	245790.208366667	125354.3367	141803.42415	154819.72235	166765.9795	130676.968	NA	125279.450525	202628.1757	134241.2626	177346.410033333	135823.963833333	NA	NA	NA	NA	NA	NA	NA	228683.2742	NA	NA	NA	NA	NA	194108.3966	NA	NA	NA	NA	148516.8367	NA	NA	219821.6063	238173.706475	112419.2865	85117.1796	123511.13685	102628.886733333	NA	NA	197164.7542	186133.903475	238483.5872	182421.09255	NA
RPL19A	24410634.48824	25961780.29666	24713491.2088	31683454.620175	31450753.5279	29050898.123275	29166271.878	30145763.2421	17636389.944725	25157351.7338	16240609.135425	27825733.537075	16111539.562775	24828315.635125	13679227.15855	28884280.6315	20207952.625575	19723907.45825	27284923.20405	23303528.654725	27105623.489075	31702446.8317	28811301.94565	27928574.47465	29579092.21585	26875646.109575	24509279.41255	27397908.9734	26805442.901175	31526758.289375	19182287.491475	26060300.6947	24931473.223225	21777013.50615	21680013.5862	26148812.304225	28875003.601375	16044640.317375	35866704.396625	21020880.48155	26623943.607775	29518775.795675	11116301.52325	20666574.010375	23769849.7962	15157649.427325	21531760.69025	17570842.3357	22746768.829775	13645477.30975	31662849.92055	19117737.876425	23963660.2193	23107296.6034	26207574.282825	31964424.861075	22010129.91015	31590415.135175	18211517.59985	28096987.722475	18194128.59955	18795475.93745	31171538.02045	25476058.18795	23662311.28425	18408037.28935	36186659.928575	22819736.05695	19158713.875775	14716552.15565	21446282.241475	25152432.897	14302539.808375	29714457.00395	19985044.588175	33434658.473375	31122140.840225	31546753.253575	32078968.174075	30332058.4232	23946728.579825	18488856.5661	9614072.679725	14284725.2198	13931371.1948	24708889.376425	26880515.59405	9765304.8006	9292588.5603	23534781.149675	13431447.10445	32245483.2861	34719279.783675	18019079.772275	25757690.627225	35800703.292325	25520474.27655	31204055.7055	26614421.25625	27817789.8394	14047409.56365	28563843.61045	38220625.8334	34539196.1442	21639601.8473	33466307.15605	11708689.3604
PET9	6089273.50886	23559457.08419	14573601.639975	12058897.828475	13239360.55925	9293114.355125	13172993.76695	17697846.72175	21762103.215225	9371026.763825	12149707.01585	9712473.78025	9729012.98135	13834901.836625	14580285.355175	7914907.28645	20545978.378875	10747607.254075	11767960.04425	10417529.133225	11740898.246975	15727468.0263	15402142.249375	19363338.175375	18597721.292275	13069164.393725	21458073.1452	12516398.75925	9010520.423975	15935511.63125	15814369.8429	7382606.193875	14855326.551075	19127315.94575	9165764.108975	13286732.9517	10013180.2022667	9036392.58465	19595803.39895	6251543.1318	29649317.4715	12200667.4329	19268853.533175	13215473.002375	12657046.917525	12299466.38905	18284956.4956	11095147.928975	5439265.6912	15166616.56365	16421689.004425	12974077.03775	11452487.087875	25013247.482225	8341570.41725	16127938.25175	18639887.374075	15533404.832875	16395719.971125	25386422.702375	17987608.836825	10733089.50975	4763218.2277	9589085.28085	19390123.096075	14118916.64465	27800950.89715	6178513.602175	7454750.147125	23525180.12265	4196381.256725	19947879.682475	11933925.402375	11241157.472775	7249367.6377	7290726.963875	10176751.981525	14458293.334575	8044712.6645	4962413.45665	12734130.6799	12051029.330975	10229769.133825	13655629.703475	10850192.474725	24427912.04435	20235845.151825	12392469.47285	17074902.745775	16986296.461325	12639565.91645	27073005.3416	14477283.683325	23326614.36375	15151017.896675	22549329.595425	14979082.072175	15678133.922275	13416914.1345	24229200.700575	18776872.826825	10416323.331575	15476743.513275	20687628.771625	11746897.40045	12663163.5893	9912458.042525
URA7	2521370.96004286	1672590.680425	1534644.36305	1910424.61265	1714117.120475	1514545.7593	1927126.71645	2177714.40525	1900345.903225	2257424.1586	1170102.244125	1832603.763	1034986.227675	2229443.790575	1121285.8954	1820589.15555	1235832.064425	1451251.9784	1864617.426875	1684908.8068	1217009.190275	1587393.077725	1110908.7014	1136160.02845	1329139.84585	1804491.995675	1486096.82445	1752628.8446	2136113.14215	1018000.6699	1183929.72495	1552119.6188	1583773.712775	1341760.86505	2080389.667775	1732204.9941	1433932.7278	1097935.847725	2326757.525025	2133391.140175	1635500.77705	3140641.592825	599855.3706	3073428.28165	3432802.677325	3699600.0707	3999883.44535	2880174.305375	4311203.140025	1501268.002375	2369176.874125	2136367.03615	2874247.830075	1670205.199175	3408699.662025	2458644.7399	1667558.223975	2799905.421525	1683940.27375	2255570.264175	1349416.278575	2184015.0474	2444914.123175	2429323.986825	1416159.617775	2500295.53483333	2478434.407175	2263620.578625	2487189.85555	1535838.415575	2517972.799975	2041621.509575	2433694.8184	1948682.098325	1255535.40515	2110742.481475	2029599.02605	1774402.208325	2184017.019425	1941052.0569	1400753.486775	1122577.0806	1261767.8046	1185900.43826667	1012217.29355	669572.115033333	1163486.148625	961207.574775	989258.684233333	1408392.625375	852674.575425	1088419.61695	1081684.396725	1197624.821	1052373.79575	1128036.0095	1792800.171375	2571315.585075	1462244.89025	1698484.400675	NA	1331900.92865	1607080.50725	1166956.02375	1329051.142525	1373811.085075	574506.195933333
PRE7	1958781.1915	1457415.3672	885646.7878	2111410.620575	1022364.410875	972817.401175	691374.08015	630160.1978	522648.114233333	595619.38955	540467.4379	495107.348875	676469.1242	781140.8625	450830.054875	682735.499	1197404.476	574721.7778	1062186.166675	1377751.3656	414501.839566667	1167104.37565	559734.8388	282791.667933333	441202.42915	549753.741325	889411.085725	1350998.4612	783174.434575	1733102.44726667	328047.7743	759197.298875	824804.244275	488969.608425	658126.597066667	1734716.9075	811984.848225	280408.4034	1584322.22645	968384.7892	629027.493933333	568899.0685	NA	939116.8399	573679.061466667	766602.964	884841.124175	797919.36535	NA	NA	357665.2562	469429.06605	NA	NA	278791.474075	372924.7312	612408.2612	NA	298327.202	537716.7178	NA	422609.15975	NA	627505.90705	399533.1344	384688.94235	416062.327066667	312083.864	501669.77075	NA	634391.6477	495564.054175	404636.954725	775531.722	441390.4817	1182134.393425	537846.278766667	353367.7763	758379.1674	903640.308075	864985.325475	NA	NA	607522.97415	NA	742696.1998	1677761.09985	606436.16325	765698.22915	NA	NA	521945.892	608360.152366667	419025.1147	NA	520883.7957	369805.713	385387.1832	259412.2826	218243.74305	NA	700324.419925	232455.457633333	356570.59665	415204.242966667	435067.2058	474738.522975
COR1	1005383.13658	2153202.78836	1679306.3894	1045950.729925	1233682.5034	1137112.061675	2791319.0355	3226528.917925	2132695.32545	1425084.0845	1597642.625525	1548362.925375	1607388.071475	1692666.4691	2071759.0253	984885.884025	1376598.917425	711573.678975	1270567.862125	933592.4739	1054877.73995	1603725.62355	1332511.90745	2366246.268075	1199714.736175	1128285.132875	1400177.4123	1068195.933725	746408.1132	1453713.653875	1858543.6334	745981.592625	1336354.693625	2229104.934025	782553.4736	1333728.1941	808929.673825	1072541.099925	1762992.357375	427872.677	2987385.226425	2313568.37835	3789023.009775	2822121.3469	2695712.2087	3298804.47945	3427179.377875	2884342.456075	932584.114975	2581077.8523	1947771.017	1492498.924825	2109015.32385	3550177.67895	1026404.013125	2039342.353525	2984898.371425	2259235.934975	1551920.09585	3465936.45975	1821745.828075	1369220.807025	767882.913825	1425943.500325	2148305.03125	2120525.405425	3579359.00015	1077162.6092	1000079.959225	2860642.7023	693454.709925	3490178.851575	1445196.772725	1919237.48595	932105.762125	1039425.00895	1404084.21445	1742548.2899	718203.308875	768383.734075	1815486.575325	1211469.6758	1010493.370475	1447858.5278	1056400.170075	1405302.379075	1807905.16996667	1462336.206625	1626502.06765	2324725.14585	2094085.441725	2858922.726375	1725826.67405	2538177.6336	1199866.819275	2283292.57445	1951486.272275	2042813.046125	1933400.5693	2323878.441625	3022285.468575	1062914.41855	1506843.7057	2444692.8234	1970923.481125	1046777.712675	822452.189175
EDE1	946336.71716	860364.3894	1196233.90426667	NA	958506.0667	788843.93045	749626.3803	956073.908533333	762588.709	618765.0223	1764130.4972	1043389.40995	543713.3927	779017.9196	NA	462186.3324	625806.6469	477719.3751	611961.52795	1125445.4196	1075832.4937	734511.3363	832742.1208	843525.978025	918944.173825	800662.821425	1125436.39835	862884.94505	693257.727533334	1052977.254775	948457.610925	1075983.27015	1109314.15525	635390.166125	614709.5975	NA	958881.825833333	308215.85735	755780.23565	787324.131233333	729842.732633333	NA	845417.257975	883311.234025	1061460.07176667	637088.5264	1130330.414275	761625.602425	1281724.26756667	496109.99595	753454.1192	653314.54265	979065.36305	1136582.74775	1180304.95705	720746.06985	1178534.86955	936921.084375	576963.093566667	1202327.4812	791908.90845	692286.359833333	NA	750885.18995	1171495.130775	366930.7526	937634.276825	823835.363975	784304.4291	906718.425725	NA	1084030.84993333	734597.937166667	964976.5494	445913.3321	735844.108	806255.16265	747885.77805	548090.15265	865179.900966666	820068.5203	763414.252833333	794936.1589	654246.118875	637558.468033333	1204162.995025	1210671.04783333	1140556.61285	948981.5076	1051964.3403	802316.0059	988433.413266667	1049782.66533333	582690.9507	1054149.1281	1422156.84625	850870.9034	949445.790375	703740.246033333	1017081.187875	581116.810566667	NA	841675.42805	1265187.04555	733864.23185	790548.1335	624556.2811
